INC;Código;Descrição;Quantidade;Valor Total LÌquido;% Lucratividade;Lucro;
T;18874;BISC RICHESTER VITAM LEITE ANIM ZOO 130G ;112;390,88;26,11;102,08;
F;22513;BISC PASSION CHOC BRANCO 80G ;112;334,88;25,86;86,6;
F;18387;BATATA PALHA ELMA NA MESA TRAD 110G ;112;1.006,88;24,87;250,44;
F;20428;AZEITONA VERDE C/CAROCO TAMBAU 100G ;112;418,88;23,99;100,49;
T;22905;PASTILHA GAROTO EXTRAFORTE 17G ;111;165,39;38,22;63,21;
F;23173;PIMENTA MOIDA DONA ZEZINHA 30G ;111;247,54;38,19;94,54;
F;22798;ESPONJA SALVA UNHAS ALKLIN 1UN ;111;254,19;31,23;79,39;
T;115713;GOIABADA TAMBAU 300G ;111;442,89;27,43;121,5;
F;117444;COPO DESC CRISTALCOPO 50ML ;111;442,89;26,89;119,1;
F;124318;BISC AMANT SELMI RENATA LEITE 330G ;111;579,89;26,63;154,41;
F;22481;FLOCAO MILHO SAO BRAZ 500 ;111;287,49;19,11;54,93;
F;17021;PIMENTA DO REINO MOIDA DUBOM 50G ;111;441,1;17,63;77,75;
F;100472;QJ RAL SANSSINI PAR 50G ;110;491,4;36,09;177,36;
F;100947;NUTELLA FERRERO 140G ;110;1.209,90;31,54;381,6;
F;101106;BISC RECH OREO MOR FAM 90G ;110;521,9;27,1;141,43;
F;102061;PAPEL HIG FLOR DE LOTUS PERF 4RLS ;110;383,9;24,07;92,4;
F;115343;FILEZINHO PERDIGAO BDJ 1KG ;110;2.886,93;19,88;573,83;
F;100314;VINAGRE VIRROSAS ALHO 750ML ;110;347,43;19,85;68,97;
F;101901;CEBOLA ROXA KG;109,92;1.420,70;28,28;401,79;
F;101876;MELAO REY KG;109,64;1.525,91;31,91;486,87;
F;23195;COLORAU DONA ZEZINHA 100G ;109;128,71;35,2;45,31;
F;100128;MAC DONA BENTA SEMO 500G ;109;761,91;32,54;247,96;
F;11888;GARFO DESC STRAWPLAST C/50UN ;109;494,91;31,73;157,06;
T;101347;PIC KIBON FRUTTARE LIMAO 60ML ;109;692,91;28,56;197,89;
F;100482;BICARBONATO DUBOM 30G ;109;263,81;25,82;68,12;
F;101242;BEB LACTEA FAZENDINHA MOR BDJ 540G ;109;652,91;24,97;163,03;
T;10677;FEIJAO JALO KICALDO 1KG ;109;1.537,91;21,09;324,34;
F;110626;VINAGRE VIRROSAS ALHO 500ML ;109;315,33;18,41;58,05;
F;18589;PAO C/ TUCUMA;108,91;1.174,91;50,33;591,31;
F;11040;COLA QUENTE EM BASTAO FINA UN ;108;175,92;50,49;88,82;
T;25117;CHICLE BLONG BLACK 5G ;108;27;34,39;9,29;
F;11136;GUARDANAPO DE PAPEL NAPS 33X30CM 50UN ;108;430,92;33,51;144,4;
F;17988;PAPEL HIG SOFTYS NEUTRO C/4 ;108;831,42;29,82;247,93;
F;109296;LEITE UHT ELEGE INT 1L ;108;889,42;22,53;200,38;
T;103721;AGUA SANIT ECONOMICA 1L ;108;354;16,61;58,8;
F;18275;FILE PEITO KG ;107,15;2.443,26;27,77;678,4;
T;122900;CAFE DO NORTE 100G ;107;373,43;30,8;115,02;
F;114451;CHOC M&MS AO LEITE 45G ;107;517,43;23,56;121,92;
F;123407;SABAO PO BRILHANTE ANTIB SCH 400G ;107;853,93;20,91;178,54;
T;25215;AGUACRIM C/GAS 500ML ;106;263,94;54,76;144,54;
F;12635;COCO SECO;106;446,94;34,39;153,71;
T;24150;FARINHA TAPIOCA CORDEIRO 400G ;106;579,44;24,42;141,48;
F;16887;LTE SOJA ADES LARANJA 1L ;106;881,94;15,4;135,78;
F;101633;REFR PO FRISCO GRAV 25G ;106;89,81;14,81;13,3;
F;119611;LING FRANGO MANA KG ;105,82;2.430,40;25,79;626,76;
F;108139;BISC PIT STOP ORIGINAL 162G;105;513,95;31,86;163,75;
T;110027;SALGADINHO DORITOS SWEET CHILI 55G ;105;752,15;28,37;213,37;
F;100424;TEMP DUBOM ACAFRAO 30G ;105;313,95;28,25;88,7;
F;12632;CERV SKOL BEATS GT LT 269ML ;105;681,45;27,38;186,59;
T;119909;REFRI SANTA CLAUDIA CITRUS LT 269ML ;105;240,45;26,18;62,95;
T;107899;QUEIJO MUSS SADIA 200G ;105;1.507,95;22,82;344,04;
F;11974;CR.DENTAL ORAL-B 123 70G ;105;245,95;21,44;52,73;
F;16114;PAO DE HAMBURGUER PANADORO 400G ;105;891,45;20,52;182,92;
F;116681;BISC BAUDUCCO COOKIES ORIG CHOC 60G ;105;313,95;18,96;59,51;
F;11309;LIMPA ALUMINIO GLOBO SAN 500ML ;105;272,19;18,09;49,24;
T;117072;CHOC BARRA LACTA AMARO 40% CACAU 90G ;104;820,96;29,03;238,3;
F;122050;REQUEIJAO CATUPIRY TRAD 200G ;104;934,96;27,7;258,96;
F;120006;SACO P/LIXO ECOFORTE 15L ;104;457,76;27,4;125,43;
F;101381;AGUARD CAMELINHO 500ML ;104;619,96;25,88;160,44;
F;18748;BISC CREAM CRACKER MARILAN 350G ;104;760,96;23,98;182,51;
T;101492;PIC KIBON BRIG 77ML ;104;909,96;23,89;217,36;
F;12831;BISC RECH CHOC TODDY 100G ;104;310,96;23,78;73,95;
F;103725;AGUA SANIT YPE 1L ;104;414,96;22,71;94,25;
T;20683;PANO CHAO ALVEJADO LM 42X66CM ;103;719,97;49,34;355,22;
F;109926;PANO DE CHAO ITATEX BCO CC 38X58CM ;103;593,97;38,87;230,87;
T;101489;PIC KIBON CHICABON 60ML ;103;822,97;27,15;223,45;
F;11721;MARGARINA DORIANA C/SAL 250G ;103;653,47;26,22;171,34;
F;18901;PAP HIG LA VIE BLANC NEUTRO PC8 ;103;1.756,97;24,46;429,8;
F;100211;SARD NAUTIQUE C/OLEO 125G ;103;616,97;21,84;134,74;
F;101013;BISC MABEL ROSQ COCO 350G ;103;776,97;19,54;151,81;
F;23051;REFRI PEPSI ZERO PET 2L ;103;699,37;18,18;127,15;
F;12561;MORTADELA TUBOLAR SADIA KG ;102,29;1.721,31;30,23;520,35;
T;21563;EMPADA CARNE SECA;102;763,98;59,95;457,98;
F;100466;TEMP DUBOM PIM DO REINO GRS 25G ;102;249,18;32,92;82,03;
F;23698;FARINHA BRANCA C/COCO SO GRAOS 1KG ;102;1.069,98;28,88;309,06;
T;117077;CHOC BARRA LAKA LACTA OREO 90G ;102;810,58;28,88;234,08;
F;15770;AMAC DOWNY REG PAIXAO 450ML ;102;1.236,48;26,58;328,68;
F;111690;LTE FERM DANONE ACTIVIA MOR 150G ;102;310,48;26,58;82,52;
T;120307;MIST BOLO FLEISCHMANN CHOCOMOUSSE 450G ;102;814,98;21,89;178,37;
F;24750;QUEIJO MUSS PARIS KG ;101,22;5.061,08;30,77;1.557,28;
F;10978;PATINHO BOV KG ISCA;101,13;4.686,85;37,97;1.779,72;
F;20931;SUCO NECTAR LARANJA JANDAIA 1L ;101;628,64;36,09;226,89;
F;19977;REFRI MAGISTRAL TRAD 1,5 L ;101;402,99;26,39;106,35;
F;108173;MILHO DE PIPOCA DUBOM 400G ;101;453,49;25,64;116,3;
F;22594;CERV SKOL BEATS SENSES LN 269ML ;101;756,49;21,21;160,41;
F;108549;BISC RECH BAUDUCCO MOR 140G ;101;368,49;20,63;76;
F;22898;FARINHA BRANCA COLIBRI ;101;554,49;18,21;100,99;
F;22876;SUCO DAFRUTA GOIABA 1L ;100;645;44;283,82;
T;22819;SALGADINHO SALSITOS BACON 32G ;100;164;37,25;61,09;
F;100955;BISC INT CLUB SOCIAL TRAD 144G ;100;542;27,52;149,16;
F;10678;FEIJAO PRETO DONA DE 1KG ;100;794,22;22,05;175,1;
F;123321;LEITE PO DULEIT INT SCH 200G ;100;999;18,16;181,44;
F;12500;POLPA DE MARACUJA DE 1KG ;100;2.592,40;15,62;404,86;
F;101959;MACA RED KG ;99,9;1.983,64;34,17;677,88;
F;120693;BOLO DE QUEIJO KG ;99,45;2.230,31;46,86;1.045,16;
F;17806;QUEIJO MUSS SEMPRE BOM KG ;99,18;4.362,94;30,69;1.338,82;
F;18951;PAO DE ALHO C/ QUEIJO DO DIDI 280G ;99;1.777,01;33,9;602,36;
F;20149;GUARANA BUMBA 250ML ;99;147,51;29,33;43,27;
F;101369;AGUARD 51 PIRASSUNUNGA 965ML ;99;1.564,01;28,1;439,43;
F;103502;MOLHO SHOYU SAKURA TRAD 150ML ;99;357,01;27,25;97,29;
F;18076;BATATA RUFFLES CEBOLA E SALSA 76G ;99;961,61;26,98;259,41;
F;103570;INSETICIDA AER DETEFON ACAO TOTAL 300ML ;99;1.161,61;26,49;307,73;
F;12423;PICOLE KITOYA MORANGO TOYA 55G ;99;554,51;25,97;143,98;
T;122238;MAC NOSSO SABOR CAR PIC 74G ;99;170,01;23,7;40,3;
F;22328;MOLHO HOT DOG QUERO 300G ;99;318,51;21,89;69,71;
F;110738;CERV SKOL BEATS SENSES LT 269ML ;99;645,51;21;135,53;
F;124323;BISC SELMI GALO ROSQ COCO 400G ;99;723,51;19,83;143,49;
F;101615;SUCO PRONTO VIGOR MACA 200ML ;99;209,01;15,21;31,8;
F;17431;PEITO DE FRANGO AVENORTE KG ;99;2.469,53;9,25;228,36;
F;115512;AMENDOIM DORI PETTIZ PIM 150G ;98;974,52;25,64;249,85;
F;119266;GOMA MASCAR MENTOS STRONG MINT 8,5G ;98;212,42;24,31;51,64;
F;118056;SAB PROTEX VITAMINA E 85G ;98;411,52;21,49;88,45;
T;110596;AGUA MIN YARA BABY 250ML ;98;116,62;19,76;23,05;
F;123734;APAR BARB GILLETTE MACH3 CHAMPIONS UN ;97;557,03;37,31;207,83;
F;116262;FLANELA ITATEX LAR G 38X58CM ;97;582,03;32,54;189,4;
F;113025;MAC NISSIN LAMEN TURMA DA MONICA TOM SUAV 85G ;97;241,53;26,7;64,49;
T;101485;SORV KIBON CORNETTO CROC 78G ;97;1.135,03;24,78;281,29;
T;19745;BISC RICHESTER GOLD CLASS CLASSICO 138G ;97;484,03;24,28;117,53;
F;101849;BISC HILEIA MARIA TRAD 400G ;97;762,03;20,56;156,71;
F;114853;BISC RECH NESTLE PASSATEMPO MOR 130G ;97;290,03;18,65;54,08;
F;14078;MILHO VERDE  BONARE LT 170GR ;97;387,03;18,35;71,04;
T;10424;DETERG HIPER PLUS MACA 500ML ;97;193,03;14,63;28,23;
T;108002;MULTIUSO VEJA GOLD ORIG 500ML ;97;657,03;5,59;36,72;
F;25286;PANO DE CHAO CASAECO 45X68 ;96;863,04;32,3;278,78;
F;116128;QJ RAL MOCOCA 50G ;96;369,29;31,67;116,96;
F;102598;CR DENTAL CLOSE UP TRIPLE HORT 70G ;96;287,04;29,33;84,2;
F;112542;FILME PVC LUSAFILM 28X15M ;96;372,34;28,5;106,12;
T;22147;COMPOSTO LACTEO GOODY 200G ;96;575,04;28,3;162,72;
T;22329;MOLHO ERVAS FINAS QUERO SC 300G ;96;308,64;21,88;67,54;
F;10479;MAC GALO SEMOLA PARAFUSO 500G ;96;515,05;19,93;102,65;
F;23572;MOLHO TOM OLE TRADICIONAL SCH 300G ;95;189,05;36,25;68,53;
F;21878;FRALDA MAXXBABY REGULAR TAM M ;95;688,05;31,26;215,11;
F;102028;CARNE MOIDA BONACARNE 500G ;95;952,05;28,91;275,26;
T;21270;DETERG BRILUX CRISTALINO 500ML ;95;232,15;24,33;56,48;
F;100084;FARINHA DE TAPIOCA MANANCIAL 400G ;95;527,05;23,2;122,27;
F;101057;BISC AGUA E SAL HILEIA GOSTOSA 400G ;95;733,05;22,21;162,78;
F;100051;MILHO DE PIPOCA KIMIMO 500G ;95;475,05;21,41;101,69;
F;17013;POWERADE MOUNTAIN BLAST 500ML ;95;569,05;21,09;119,99;
T;10423;DETERG HIPER PLUS LIMAO 500ML ;95;189,05;14,63;27,65;
F;101724;REFRI FANTA LARANJA 1,5L ;95;595,05;11,16;66,43;
F;113460;RACAO PEDIGREE P/CAO ADULTO FGO 100G ;94;275,06;32,53;89,48;
F;100200;SARD 88 MOL DE TOM 125G ;94;553,86;30,21;167,34;
F;114910;MULTIUSO VEJA GOLD FLOR 10% 500ML ;94;547,56;19,76;108,18;
F;23132;ARROZ BCO TIO JOAO 1KG ;94;657,06;11,02;72,41;
F;13220;TUCUPI 350ML;93;278,07;56,82;158,01;
F;121615;SACO P/LIXO HIPER PLUS 50L 10UN ;93;371,07;48,81;181,1;
T;103681;SABAO PO BEM TE VI SUP BCO SCH 500G ;93;371,07;33,99;126,11;
F;21201;PASTEL APIMENTADO 70G ;93;464,07;26,25;121,81;
T;100695;CAFE MANAUS 100G ;93;386,57;26,02;100,6;
F;107948;TEMP SAL AJINOMOTO GROSS CHURR 500G ;93;746,07;24,68;184,1;
F;22527;BISC CHOCOBISCUIT AO LEITE 80G ;93;815,07;23,02;187,59;
F;102485;DESOD AER DOVE ORIGINAL 150ML ;93;1.859,07;21,99;408,89;
F;12828;BISC RECH BAUN TODDY 100G ;93;278,07;21,25;59,1;
F;22514;BISC TORTUGUITA CHOCO 90G ;92;275,08;33,42;91,95;
F;21220;OVO FRITO UN ;92;275,08;30,13;82,89;
F;101213;SALAME SADIA ITALIANO 100G ;92;1.011,08;28,01;283,21;
F;12439;SORVETE NAPOLITANO TOYA 2L ;92;2.594,27;27,1;703;
F;11717;FRANGO EMP. TEKITOS TRAD 300G ;92;1.219,08;25,65;312,69;
F;12755;IOGURTE SCH TRI SABOR TOYA 600G ;92;459,08;24,79;113,79;
F;13613;LEAO ICE TEA PESSEGO 200ML ;92;210,68;22,31;47,01;
F;10020;BISC MABEL ROSCA CHOCOLATE 350G ;92;683,08;20,06;136,99;
F;12584;BOV FILE DE COSTELA;91,13;3.903,62;56,06;2.188,54;
F;20114;TIC TAC MELANCIA 16G ;91;190,59;30,72;58,55;
F;104208;TEMP KIMIMO COLORAU 100G ;91;124,48;30,32;37,74;
F;100261;SALS TARGET LT 180G ;91;477,09;28,9;137,87;
T;22566;BISC TODDY WAFER CHOC TRUFADO 94G ;91;314,09;27,67;86,92;
F;18074;BATATA RUFFLES SAL 76G ;91;848,29;25,63;217,41;
F;105613;RODO PLAST 40CM ;91;1.234,09;25,23;311,37;
F;100498;TIC TAC MORANGO 16G ;91;226,59;24,78;56,15;
F;16434;GATORADE TANGERINA PET 500ML ;91;512,09;20,81;106,58;
F;120449;MARMITA ISOPOR COPOBRAS 750ML C/50UN ;91;3.143,05;17,31;544,01;
F;13746;LEAO ICE TEA LIMAO PET 1L;91;544,59;16,55;90,15;
T;13177;ENERGY MONSTER ULTRA VIOLET LT 473ML;91;590,59;4,01;23,66;
F;17933;BUCHO BOVINO RUMEN FRIZAM KG ;90,94;2.122,46;23,99;509,26;
F;109101;PREST PROBAK UN ;90;224,6;39,15;87,92;
T;22808;AMENDOIM PETTIZ PIMENTO VERM 120G ;90;629,1;27,48;172,85;
F;13445;REQUEIJAO TOYA TRADICIONAL 200G;90;809,1;26,16;211,66;
F;123302;PASTILHA TIC TAC MENTA CRUSH 16G ;90;224,1;25,11;56,26;
F;109131;AGUA DE COCO KERO COCO 1L ;90;844,1;21,14;178,41;
F;12557;COSTELA SUINA CONG PT NABRASA KG ;89,1;3.182,14;26,07;829,65;
F;16911;CANETA BIC CRISTAL AZUL ;89;177,11;63,71;112,84;
F;108162;ESPETO MADEIRA CHURR UN ;89;304,11;43,3;131,68;
F;21774;TAPIOCA C/ OVO;89;725,11;38,75;281;
T;119959;SAL GROSSO MARFIM 1KG ;89;312,11;38,49;120,12;
F;18735;MILHO DE PIPOCA DUBOM 200G ;89;266,11;27,36;72,81;
F;119922;SOBRECOXA SADIA SCH 1KG ;89;1.623,11;26,23;425,72;
F;121986;CHOC ARCOR SORT CX 146G ;89;855,11;25,55;218,51;
F;103452;DETERG LIQ YPE NEUTRO 500ML ;89;263,11;24,18;63,61;
F;101156;BISC NESTLE PASSATEMPO LEITE 130G ;89;288,61;24,17;69,75;
F;102064;PAPEL HIG FLOR DE LOTUS TRAD 4RLS ;89;310,61;24,07;74,76;
F;102012;COXINHA DA ASA SADIA DRUMETT 1KG ;89;1.564,11;24;375,31;
F;119262;GOMA MASCAR MENTOS PURE FRUIT 8,5G ;89;189,11;14,47;27,37;
F;22843;PASTEL DE FORNO DE BACALHAU ;88;749,12;43,88;328,73;
F;105531;FOSFOROS GABOARDI 10UN ;88;377,12;28,53;107,61;
F;18521;CONSERVA BERTIN MISTA TRAD LT 320G ;88;1.149,12;27,26;313,22;
F;124199;REFRI TUCHAUA CHAMP 200ML ;88;177,22;26,99;47,83;
F;22500;IOG NESTLE POLPA MORANGO (6X510G) ;88;711,62;25,57;181,99;
F;106198;VELA RUBI 7 DIAS 320G ;88;1.220,62;21,16;258,29;
F;11265;LEAO ICE TEA PESSEGO PET 1L;88;552,12;16,71;92,27;
F;101433;VODKA SKARLOFF LIMAO 1L ;87;2.007,13;31,46;631,53;
F;17613;QJ RALADO SANSSINI 40G ;87;288,03;29,09;83,8;
F;112284;LTE FERM DANONE ACTIVIA AMEIXA 150G ;87;267,13;26,51;70,8;
F;20524;PICOLE PREMIUM COOKIES E CREAM ;87;625,13;25,26;157,92;
F;16009;GUARDANAPO SCALA 22X20 C/100 ;87;248,61;24,95;62,03;
F;19361;BATATA RUFFLES SAL 115G ;87;962,63;24,25;233,39;
T;11826;BOLACHA AGUA&SAL MODELO 300G ;87;533,63;22,65;120,87;
T;19934;BALA REGIONAL DE COCO 32G ;87;174;10;17,4;
F;101908;BROCOLIS NINJA KG ;86,68;2.855,94;27,47;784,65;
T;23406;DIP LOKO NEON ALIEN 10G ;86;257,14;39,15;100,66;
F;25198;BISC WAFER MAXI COOKIES 117G ;86;257,14;30,05;77,26;
F;19712;LINGUICA MISTA COZ DEF PD 240G ;86;682,74;29,92;204,27;
F;110586;DANONINHO PET SUI MOR BDJ 320G ;86;1.066,14;27,75;295,86;
F;100491;TIC TAC LARANJA 16G ;86;214,14;25,1;53,76;
F;114038;BISC INT CLUB SOCIAL RECH REQU 106G ;86;429,14;23,03;98,83;
F;118416;BISC BAUDUCCO COOKIES CHOC 60G ;86;257,14;21,76;55,95;
F;18385;BISC OREO CHOCOLATE 144G ;86;515,14;20,61;106,16;
F;14762;LEAO ICE TEA LIMAO 200ML ;86;196,94;19,26;37,93;
F;24413;REFR PO TANG LIMAO 18G;86;85,14;16,77;14,27;
F;101910;QUIABO KG ;85,52;1.352,08;34,11;461,13;
F;15824;COLHER TRAMONTINA MESA INOX  AZ ;85;326,65;49,44;161,51;
F;123552;LAMP ARTEK LED BULBO 4,9W ;85;594,15;45,85;272,39;
F;11135;GUARDANAPO NAPS 23X22CM 50UN ;85;194,65;43,43;84,54;
F;23194;COLORAU DONA ZEZINHA 200G ;85;204,65;36,35;74,4;
F;103239;AGUA OXI ALYNE VOL 20 100ML ;85;208,15;35,14;73,14;
F;22875;SUCO ALEGRIA FRUIT 320ML ;85;211,65;33,43;70,75;
F;21932;BISC ARCOR PASSION LIMAO 80G ;85;243,65;27,62;67,3;
F;102939;AMAC ROUPA CONC DOWNY BRISA VER 500ML ;85;1.019,15;25,27;257,56;
F;123942;LAMP ARTEK LED BULBO 12W ;85;1.167,15;22,58;263,54;
F;124321;BISC SELMI GALO ROSQ LEITE 400G ;85;601,65;21,59;129,9;
F;122967;BATATA PRINGLES QUEIJO 120G ;85;1.247,15;21,05;262,48;
F;17562;LEITE UHT DESN MOLICO NESTLE 1L ;85;759,55;20,03;152,16;
F;24408;REFR PO TANG TANGERINA 18G;85;84,15;16,43;13,83;
F;100696;CAFE KIMIMO 500G ;85;1.652,25;12,94;213,88;
F;24765;FRANGO ASINHA KG;84,85;1.611,33;23,7;381,82;
F;24148;REQUEIJAO CREMOSO TRAD DULEIT 180G ;84;482,16;37,73;181,92;
T;16405;GOMA DE TAPIOCA GRAO PURO 1KG ;84;839,16;36,2;303,74;
T;10976;VELA VULCAO IBRINK ;84;587,16;33,67;197,69;
F;124319;BISC AMANT SELMI RENATA CHOC 330G ;84;419,16;25,76;107,96;
F;10674;FEIJAO FRADINHO DONA DE 500G ;84;329,88;24,36;80,36;
F;24967;DETERG BRILLANO NEUTRO 500ML ;84;148,36;21,38;31,73;
F;15269;PAP HIG LA BLANC EXC 4RL ;84;705,86;19,4;136,96;
T;22817;SABAO PO MINUANO ACAO PROF 450G ;84;377,16;19,26;72,65;
T;110592;MAC GALO PARAF TRIC SEMO 500G ;84;467,13;16,83;78,63;
F;18723;BISC HILEIA MARIA COCO 400G ;84;616,16;16,39;101;
F;18851;CERV STELLA ARTOIS LT 269ML ;84;336,96;14,47;48,76;
F;101816;ABOBRINHA PAULISTA KG;83,24;568,99;39,78;226,36;
F;22509;BISC TRIUNF RECH CHOC CHOC 120G ;83;248,17;33,68;83,58;
F;117201;CHOC LACTA BIS BLACK 100,8G ;83;610,17;31,13;189,96;
F;21215;CHIMICHURRI S/ PIMENTA 30G ;83;206,67;29,81;61,61;
F;110168;CR DENTAL CLOSE UP TRIPLE MENT VDE 70G ;83;248,17;29,53;73,28;
F;14523;PICOLE TOYA CREAM TAPIOCA 55G ;83;262,67;28,09;73,78;
T;15732;IOGURTE COM POLPA DE MORANGO 180G ;83;279,17;27,34;76,34;
F;114691;IOGURTE NESTLE CHAMYTO VIT DE FRUTAS 100G ;83;358,97;27,01;96,96;
T;106200;VELA D LUZ 21G ;83;434,17;23,75;103,13;
F;112573;CREAM CRACKER RENATA 360G ;83;497,17;22,42;111,47;
F;18784;IORG DANONE MORANGO BDJ 510G ;83;627,67;19,59;122,97;
T;117355;REFRI COCA COLA PLUS CAFE LT 220ML ;83;206,17;18,78;38,71;
F;25838;QUEIJO MUSS AGNUS KG ;82,74;3.309,51;32,57;1.078,01;
F;24487;ALHO EMBALADO KG ;82,68;3.775,85;32,78;1.237,72;
F;107082;MACAXEIRA KG;82,51;766,03;35,1;268,88;
F;22761;QUEIJO MUSS ALIANCA KG ;82,34;4.940,38;14,51;716,81;
F;116246;VINAGRE VIRROSAS MACA 750ML ;82;245,18;35,9;88,01;
F;101203;MARGARINA DELINE 1KG ;82;1.167,68;29,51;344,55;
F;10714;GOMA TUBO JUBES FRUTAS 48G ;82;122,18;29,18;35,65;
F;107251;AZEITE GALLO EXT VIRG CLASS VD 250ML ;82;2.068,89;28,76;594,92;
F;22840;MINGAU MUCILON ARROZ AVEIA SCH 180G ;82;491,18;28,09;137,97;
F;25046;CIGARRO DUNHILL CARTEIRA ;82;1.229,18;26,5;325,7;
T;101346;PIC KIBON FRUTTARE UVA 60ML ;82;450,18;19,27;86,76;
F;12582;QUEIJO MUSS MATUPI KG ;81,13;4.040,28;23,09;932,9;
F;10705;AMENDOIM SALGADO DORI 30G ;81;120,69;33,39;40,3;
F;102958;TALCO BARLA 80G ;81;437,19;32,06;140,15;
F;25049;CIGARRO ROTH BLUE SERIES ;81;728,19;30,22;220,05;
F;117322;SABAO PO ALA CUIDADO COCO SCH 1KG ;81;728,19;27,8;202,41;
F;103603;AMAC ROUPA HIPER PLUS CLASS 2L ;81;546,69;26,19;143,2;
F;103401;REFRI SANTA CLAUDIA CITRUS 350ML ;81;161,19;24,28;39,14;
F;16095;PICOLE BRIGADEIRO TOYA 55G ;81;565,19;22,8;128,87;
F;102065;ABS SEMPRE LIVRE C/ABAS 16UN ;81;809,19;21,41;173,28;
F;25281;COXA FGO PIONEIRO KG ;80,41;1.124,90;32,43;364,84;
F;21213;PAO C/ QJO E BANANA;80;719,2;55,51;399,2;
F;23196;COLORAU DONA ZEZINHA 50G ;80;71,6;43,3;31;
F;21975;BISC AGUA E SAL BOM GOSTO 300G ;80;439,2;33,06;145,2;
F;21005;SAZON CALDO GALINHA 32,5G ;80;177,8;32,1;57,08;
F;22833;SABAO PO COQUEL NATUREZA LIMPA 1KG ;80;706,2;30,13;212,79;
T;11725;CR DENTAL COLGATE NATURALS PURIFICANT 90G ;80;962,12;29,5;283,83;
T;22462;BEBIDA LACT UHT PRO WHEY CHOCO 200ML ;80;559,2;27,81;155,51;
F;108647;CHOC NESTLE CHARGE 40G ;80;159,2;24,06;38,31;
F;102004;COXA SOBRECOXA SADIA DESOS BDJ 1KG ;80;1.767,20;21,42;378,53;
F;103471;CAFE MANAUS EXT FORT 250G ;80;688,2;20,58;141,65;
F;21411;AMENDOIM JAPONES 145G ;80;733,2;20,02;146,8;
F;15031;CHOCOLATE FERRERO ROCHER 8UN 100G ;80;1.453,00;9,21;133,77;
F;15814;POLPA DE CUPUACU PCT;79,29;1.188,64;33,3;395,87;
F;122377;PRES PERU SADIA KG ;79,28;2.904,93;29,46;855,7;
F;122875;CHARQUE LORENA KG ;79,27;4.089,12;8,34;341,16;
T;15190;LINGUICA CALABRESA DALIA KG ;79,23;1.926,18;26,54;511,29;
T;18062;ESP BOMBRIL MULT ECON 4UN ;79;282,9;37,99;107,47;
T;16567;GOMA DORI IOGURTE GOMETS 32G ;79;78,21;32,11;25,11;
F;16146;PAO INTEGRAL 7 GRAOS PANADORO 400G ;79;1.136,21;29,41;334,13;
F;106836;BEB LACTEA FAZENDINHA BANANA 500G ;79;436,21;27,32;119,18;
F;22536;MOLHO MANJERICAO QUERO SC 300G ;79;225,51;27,23;61,41;
F;116208;CHOC NESTLE KIT KAT DARK 41,5G ;79;276,21;24,36;67,28;
T;16864;BATATA STAX CHEDDAR 156G ;79;1.512,21;21,43;324,07;
F;102800;ESC DENTAL COLGATE ESSEN CLEAN MACIA UN ;79;307,25;21,14;64,96;
T;106755;SARD GOMES DA COSTA C/OLEO 165G ;79;710,21;20,48;145,43;
F;21564;CERV SPATEN N ONE WAY 600ML ;79;853,71;20,32;173,48;
T;101838;COLHER TRAMONTINA VERM UN ;78;272,22;32,81;89,33;
F;101953;TEMP DUBOM FOLHA LOURO 10G ;78;233,22;26,8;62,51;
F;11287;AMAC BRINORT NOVO AMANHECER 2L ;78;503,22;26,68;134,27;
F;11513;COPO DESC CRISTALCOPO BRANCO 250ML ;78;935,22;25,28;236,42;
F;109161;RODO PLAST 30CM ;78;960,42;25,08;240,83;
F;11427;SAB ALBANY EXT AVEIA 85G ;78;185,18;22,6;41,84;
T;11137;LAVA ROUPAS APYCE MULTIACAO 1KG ;78;334,62;22;73,62;
F;20152;BISC HILEIA WAFER MOR 115G ;78;242,22;20,95;50,75;
F;101792;CHARQUE RIO MAR KG ;77,24;3.809,29;25,6;975,12;
F;101189;AMENDOIM TOR CASTAINHA C/SAL 70G ;77;416,73;40,87;170,31;
T;101594;AGUA DE COCO DUCOCO 200ML ;77;191,73;30,61;58,7;
T;100975;GOIABADA PALMEIRON 250G ;77;235,23;28,38;66,77;
F;101256;BEB LACTEA FAZENDINHA COCO 500G ;77;426,73;27,3;116,5;
T;22017;REQUEIJAO CREMOSO DULEVE 180G ;77;492,73;26,89;132,5;
F;16356;PAPEL HIG LE BLANC NEUTRO L12P11 ;77;1.799,23;25,48;458,38;
F;101336;NUGGETS SADIA TRAD SCH 300G ;77;1.053,23;24,97;263,04;
F;121116;BEB LACTEA DANONE DANETTE CHOC 200ML ;77;221,73;19,11;42,37;
F;18384;BISC OREO MILK MORANGO 144G ;77;461,23;18,74;86,41;
T;113981;LA DE ACO ASSOLAN 60G ;77;190,24;15,45;29,39;
F;120026;ENERG RED BULL EDITION ACAI LT 250ML ;77;692,23;13,91;96,28;
F;10421;CAFE TM TAPAJOS ALM 250G ;77;615,23;6,92;42,59;
F;23052;BANANA MACA KG ;76,57;557,85;30,22;168,58;
F;16917;BACON KG ;76,31;3.349,71;30,49;1.021,18;
F;18841;MINI PIZZA UN ;76;455,24;66,78;304;
T;25783;PRATO PLAST COPOBRAS PC10 21CM ;76;303,24;35,09;106,4;
